Site,Population,Species,Hybrid,Sample,Sequen_ID,Unique_ID,Extrac_event,Sample_Date,Subsampled,Subsampling_Qotes,Lyophilized,DNA_extr,Extr_date,DNA_conc._ng/µl,Extr_Box,Extraction_Method,Extr_notes,PCR1,PCR2,,sample_control
OPNZ,OPNZ,L,,102,OPNZ_L102,OPNZ_L102,1,6/14/2022,yes,,1,1,3/14/2023,7.2,3,OLD,,0,0,,sample
OPNZ,OPNZ,L,,102,OPNZ_L102,OPNZ_L102,1,6/14/2022,yes,,1,1,3/14/2023,7.2,3,OLD,,0,0,,sample
OPNZ,OPNZ,L,,103,OPNZ_L103,OPNZ_L103,1,6/14/2022,yes,,1,1,8/26/2022,0.503,1,OLD,,1,1,,sample
OPNZ,OPNZ,L,,103,OPNZ_L103,OPNZ_L103,1,6/14/2022,yes,,1,1,8/26/2022,0.503,1,OLD,,1,1,,sample
OPNZ,OPNZ,L,,103,OPNZ_L103,OPNZ_L103,1,6/14/2022,yes,,1,1,8/26/2022,0.503,1,OLD,,1,1,,sample
OPNZ,OPNZ,L,,104,OPNZ_L104,OPNZ_L104,1,6/14/2022,yes,,1,1,11/5/2022,7.07,1,OLD,,1,1,,sample
OPNZ,OPNZ,L,,104,OPNZ_L104,OPNZ_L104,1,6/14/2022,yes,,1,1,11/5/2022,7.07,1,OLD,,1,1,,sample
OPNZ,OPNZ,L,,104,OPNZ_L104,OPNZ_L104,1,6/14/2022,yes,,1,1,11/5/2022,7.07,1,OLD,,1,1,,sample
OPNZ,OPNZ,L,,105,OPNZ_L105,OPNZ_L105,1,6/14/2022,yes,,1,1,11/5/2022,7.6,1,OLD,,1,1,,sample
OPNZ,OPNZ,L,,105,OPNZ_L105,OPNZ_L105,1,6/14/2022,yes,,1,1,11/5/2022,7.6,1,OLD,,1,1,,sample
OPNZ,OPNZ,L,,105,OPNZ_L105,OPNZ_L105,1,6/14/2022,yes,,1,1,11/5/2022,7.6,1,OLD,,1,1,,sample
OPNZ,OPNZ,L,,106,OPNZ_L106,OPNZ_L106,1,6/14/2022,yes,not enough tissue (.28g),1,1,5/12/2023,12.7,3,NEW,,0,0,,sample
OPNZ,OPNZ,L,,106,OPNZ_L106,OPNZ_L106,1,6/14/2022,yes,not enough tissue (.28g),1,1,5/12/2023,12.7,3,NEW,,0,0,,sample
OPNZ,OPNZ,L,,106,OPNZ_L106,OPNZ_L106,1,6/14/2022,yes,not enough tissue (.28g),1,1,5/12/2023,12.7,3,NEW,,0,0,,sample
OPNZ,OPNZ,L,,107,OPNZ_L107,OPNZ_L107,1,6/14/2022,yes,,1,1,1/12/2023,0.853,2,OLD,,1,1,,sample
OPNZ,OPNZ,L,,107,OPNZ_L107,OPNZ_L107,1,6/14/2022,yes,,1,1,1/12/2023,0.853,2,OLD,,1,1,,sample
OPNZ,OPNZ,L,,107,OPNZ_L107,OPNZ_L107,1,6/14/2022,yes,,1,1,1/12/2023,0.853,2,OLD,,1,1,,sample
OPNZ,OPNZ,L,,108,OPNZ_L108,OPNZ_L108,1,6/14/2022,yes,,1,1,5/12/2023,20,3,NEW,,0,0,,sample
OPNZ,OPNZ,L,,108,OPNZ_L108,OPNZ_L108,1,6/14/2022,yes,,1,1,5/12/2023,20,3,NEW,,0,0,,sample
OPNZ,OPNZ,L,,108,OPNZ_L108,OPNZ_L108,1,6/14/2022,yes,,1,1,5/12/2023,20,3,NEW,,0,0,,sample
OPNZ,OPNZ,L,,109,OPNZ_L109,OPNZ_L109,1,6/14/2022,yes,"not enough tissue (.13g); 1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/25/2023,4.56,4,NEW,,0,0,,sample
OPNZ,OPNZ,L,,109,OPNZ_L109,OPNZ_L109,1,6/14/2022,yes,"not enough tissue (.13g); 1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/25/2023,4.56,4,NEW,,0,0,,sample
OPNZ,OPNZ,L,,109,OPNZ_L109,OPNZ_L109,1,6/14/2022,yes,"not enough tissue (.13g); 1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/25/2023,4.56,4,NEW,,0,0,,sample
OPNZ,OPNZ,L,,110,OPNZ_L110,OPNZ_L110,1,6/14/2022,yes,,1,1,12/19/2022,8,2,OLD,,0,0,,sample
OPNZ,OPNZ,L,,110,OPNZ_L110,OPNZ_L110,1,6/14/2022,yes,,1,1,12/19/2022,8,2,OLD,,0,0,,sample
OPNZ,OPNZ,L,,110,OPNZ_L110,OPNZ_L110,1,6/14/2022,yes,,1,1,12/19/2022,8,2,OLD,,0,0,,sample
OSKB,OSKB,L,,1,OSKB_L001,OSKB_L001,1,6/2/2022,yes,,1,1,10/8/2022,10.5,,OLD,,1,1,,sample
OSKB,OSKB,L,,1,OSKB_L001,OSKB_L001,1,6/2/2022,yes,,1,1,10/8/2022,10.5,,OLD,,1,1,,sample
OSKB,OSKB,L,,1,OSKB_L001,OSKB_L001,1,6/2/2022,yes,,1,1,10/8/2022,10.5,,OLD,,1,1,,sample
OSKB,OSKB,L,,2,OSKB_L002,OSKB_L002,1,6/2/2022,yes,,1,1,3/14/2023,8.13,3,OLD,,1,1,,sample
OSKB,OSKB,L,,2,OSKB_L002,OSKB_L002,1,6/2/2022,yes,,1,1,3/14/2023,8.13,3,OLD,,1,1,,sample
OSKB,OSKB,L,,2,OSKB_L002,OSKB_L002,1,6/2/2022,yes,,1,1,3/14/2023,8.13,3,OLD,,1,1,,sample
OSKB,OSKB,L,,3,OSKB_L003,OSKB_L003,1,6/2/2022,yes,,1,1,5/12/2023,12.6,3,NEW,,0,0,,sample
OSKB,OSKB,L,,3,OSKB_L003,OSKB_L003,1,6/2/2022,yes,,1,1,5/12/2023,12.6,3,NEW,,0,0,,sample
OSKB,OSKB,L,,3,OSKB_L003,OSKB_L003,1,6/2/2022,yes,,1,1,5/12/2023,12.6,3,NEW,,0,0,,sample
OSKB,OSKB,L,,4,OSKB_L004,OSKB_L004,1,6/2/2022,yes,not enough tissue (.12g),1,1,1/19/2023,6.61,2,OLD,,1,1,,sample
OSKB,OSKB,L,,4,OSKB_L004,OSKB_L004,1,6/2/2022,yes,not enough tissue (.12g),1,1,1/19/2023,6.61,2,OLD,,1,1,,sample
OSKB,OSKB,L,,4,OSKB_L004,OSKB_L004,1,6/2/2022,yes,not enough tissue (.12g),1,1,1/19/2023,6.61,2,OLD,,1,1,,sample
OSKB,OSKB,L,,5,OSKB_L005,OSKB_L005,1,6/2/2022,yes,not enough tissue (.17g),1,1,1/12/2023,4.71,2,OLD,,1,1,,sample
OSKB,OSKB,L,,5,OSKB_L005,OSKB_L005,1,6/2/2022,yes,not enough tissue (.17g),1,1,1/12/2023,4.71,2,OLD,,1,1,,sample
OSKB,OSKB,L,,5,OSKB_L005,OSKB_L005,1,6/2/2022,yes,not enough tissue (.17g),1,1,1/12/2023,4.71,2,OLD,,1,1,,sample
OSKB,OSKB,L,,6,OSKB_L006,OSKB_L006,1,6/2/2022,yes,not enough tissue (.09g),1,1,5/7/2023,7.6,3,NEW,,0,0,,sample
OSKB,OSKB,L,,6,OSKB_L006,OSKB_L006,1,6/2/2022,yes,not enough tissue (.09g),1,1,5/7/2023,7.6,3,NEW,,0,0,,sample
OSKB,OSKB,L,,6,OSKB_L006,OSKB_L006,1,6/2/2022,yes,not enough tissue (.09g),1,1,5/7/2023,7.6,3,NEW,,0,0,,sample
OSKB,OSKB,L,,7,OSKB_L007,OSKB_L007,1,6/2/2022,yes,not enough tissue (.07g),1,1,2/4/2023,2.28,2,OLD,,1,1,,sample
OSKB,OSKB,L,,7,OSKB_L007,OSKB_L007,1,6/2/2022,yes,not enough tissue (.07g),1,1,2/4/2023,2.28,2,OLD,,1,1,,sample
OSKB,OSKB,L,,7,OSKB_L007,OSKB_L007,1,6/2/2022,yes,not enough tissue (.07g),1,1,2/4/2023,2.28,2,OLD,,1,1,,sample
SDSB,SDSB,B,,1,SDSB_B001,SDSB_B001,1,5/21/2022,yes,not enough tissue (.12g),1,1,2/4/2023,4.92,2,OLD,,1,1,,sample
SDSB,SDSB,B,,1,SDSB_B001,SDSB_B001,1,5/21/2022,yes,not enough tissue (.12g),1,1,2/4/2023,4.92,2,OLD,,1,1,,sample
SDSB,SDSB,B,,1,SDSB_B001,SDSB_B001,1,5/21/2022,yes,not enough tissue (.12g),1,1,2/4/2023,4.92,2,OLD,,1,1,,sample
SDSB,SDSB,B,,2,SDSB_B002,SDSB_B002,1,5/21/2022,yes,not enough tissue (.10g),1,1,1/19/2023,3.43,2,OLD,,1,1,,sample
SDSB,SDSB,B,,2,SDSB_B002,SDSB_B002,1,5/21/2022,yes,not enough tissue (.10g),1,1,1/19/2023,3.43,2,OLD,,1,1,,sample
SDSB,SDSB,B,,2,SDSB_B002,SDSB_B002,1,5/21/2022,yes,not enough tissue (.10g),1,1,1/19/2023,3.43,2,OLD,,1,1,,sample
SDSB,SDSB,B,,3,SDSB_B003,SDSB_B003,1,5/21/2022,yes,not enough tissue (.06g),1,1,5/10/2023,4.61,3,NEW,,0,0,,sample
SDSB,SDSB,B,,3,SDSB_B003,SDSB_B003,1,5/21/2022,yes,not enough tissue (.06g),1,1,5/10/2023,4.61,3,NEW,,0,0,,sample
SDSB,SDSB,B,,3,SDSB_B003,SDSB_B003,1,5/21/2022,yes,not enough tissue (.06g),1,1,5/10/2023,4.61,3,NEW,,0,0,,sample
SDSB,SDSB,B,,4,SDSB_B004,SDSB_B004,1,5/21/2022,yes,not enough tissue (.14g),1,1,5/7/2023,16.1,3,NEW,,0,0,,sample
SDSB,SDSB,B,,4,SDSB_B004,SDSB_B004,1,5/21/2022,yes,not enough tissue (.14g),1,1,5/7/2023,16.1,3,NEW,,0,0,,sample
SDSB,SDSB,B,,4,SDSB_B004,SDSB_B004,1,5/21/2022,yes,not enough tissue (.14g),1,1,5/7/2023,16.1,3,NEW,,0,0,,sample
SDSB,SDSB,B,,5,SDSB_B005,SDSB_B005,1,5/21/2022,yes,not enough tissue (.08g),1,1,2/4/2023,3.09,2,OLD,,1,1,,sample
SDSB,SDSB,B,,5,SDSB_B005,SDSB_B005,1,5/21/2022,yes,not enough tissue (.08g),1,1,2/4/2023,3.09,2,OLD,,1,1,,sample
SDSB,SDSB,B,,5,SDSB_B005,SDSB_B005,1,5/21/2022,yes,not enough tissue (.08g),1,1,2/4/2023,3.09,2,OLD,,1,1,,sample
SDSB,SDSB,G,,1,SDSB_G001,SDSB_G001,1,5/21/2022,yes,,1,1,5/10/2023,10.5,3,NEW,,0,0,,sample
SDSB,SDSB,G,,1,SDSB_G001,SDSB_G001,1,5/21/2022,yes,,1,1,5/10/2023,10.5,3,NEW,,0,0,,sample
SDSB,SDSB,G,,1,SDSB_G001,SDSB_G001,1,5/21/2022,yes,,1,1,5/10/2023,10.5,3,NEW,,0,0,,sample
SDSB,SDSB,G,,10,SDSB_G010,SDSB_G010,1,5/21/2022,yes,,1,1,8/26/2022,0.395,1,OLD,,1,1,,sample
SDSB,SDSB,G,,10,SDSB_G010,SDSB_G010,1,5/21/2022,yes,,1,1,8/26/2022,0.395,1,OLD,,1,1,,sample
SDSB,SDSB,G,,10,SDSB_G010,SDSB_G010,1,5/21/2022,yes,,1,1,8/26/2022,0.395,1,OLD,,1,1,,sample
SDSB,SDSB,G,,2,SDSB_G002,SDSB_G002,1,5/21/2022,yes,,1,1,8/26/2022,0.279,1,OLD,*Re-cleaned with step 20 (500uL of 70% EtOH),1,1,,sample
SDSB,SDSB,G,,2,SDSB_G002,SDSB_G002,1,5/21/2022,yes,,1,1,8/26/2022,0.279,1,OLD,*Re-cleaned with step 20 (500uL of 70% EtOH),1,1,,sample
SDSB,SDSB,G,,2,SDSB_G002,SDSB_G002,1,5/21/2022,yes,,1,1,8/26/2022,0.279,1,OLD,*Re-cleaned with step 20 (500uL of 70% EtOH),1,1,,sample
SDSB,SDSB,G,,3,SDSB_G003,SDSB_G003,1,5/21/2022,yes,,1,1,10/8/2022,4.97,,OLD,,1,1,,sample
SDSB,SDSB,G,,3,SDSB_G003,SDSB_G003,1,5/21/2022,yes,,1,1,10/8/2022,4.97,,OLD,,1,1,,sample
SDSB,SDSB,G,,3,SDSB_G003,SDSB_G003,1,5/21/2022,yes,,1,1,10/8/2022,4.97,,OLD,,1,1,,sample
SDSB,SDSB,G,,4,SDSB_G004,SDSB_G004,1,5/21/2022,yes,,1,1,1/12/2023,8.8,2,OLD,,1,1,,sample
SDSB,SDSB,G,,4,SDSB_G004,SDSB_G004,1,5/21/2022,yes,,1,1,1/12/2023,8.8,2,OLD,,1,1,,sample
SDSB,SDSB,G,,4,SDSB_G004,SDSB_G004,1,5/21/2022,yes,,1,1,1/12/2023,8.8,2,OLD,,1,1,,sample
SDSB,SDSB,G,,5,SDSB_G005,SDSB_G005,1,5/21/2022,yes,,1,1,10/8/2022,5.91,,OLD,,1,1,,sample
SDSB,SDSB,G,,5,SDSB_G005,SDSB_G005,1,5/21/2022,yes,,1,1,10/8/2022,5.91,,OLD,,1,1,,sample
SDSB,SDSB,G,,5,SDSB_G005,SDSB_G005,1,5/21/2022,yes,,1,1,10/8/2022,5.91,,OLD,,1,1,,sample
SDSB,SDSB,G,,6,SDSB_G006,SDSB_G006,1,5/21/2022,yes,,1,1,5/12/2023,5.69,3,NEW,,0,0,,sample
SDSB,SDSB,G,,6,SDSB_G006,SDSB_G006,1,5/21/2022,yes,,1,1,5/12/2023,5.69,3,NEW,,0,0,,sample
SDSB,SDSB,G,,6,SDSB_G006,SDSB_G006,1,5/21/2022,yes,,1,1,5/12/2023,5.69,3,NEW,,0,0,,sample
SDSB,SDSB,G,,7,SDSB_G007,SDSB_G007,1,5/21/2022,yes,,1,1,5/15/2023,19.9,3,NEW,,0,0,,sample
SDSB,SDSB,G,,7,SDSB_G007,SDSB_G007,1,5/21/2022,yes,,1,1,5/15/2023,19.9,3,NEW,,0,0,,sample
SDSB,SDSB,G,,7,SDSB_G007,SDSB_G007,1,5/21/2022,yes,,1,1,5/15/2023,19.9,3,NEW,,0,0,,sample
SDSB,SDSB,G,,8,SDSB_G008,SDSB_G008,1,5/21/2022,yes,,1,1,8/26/2022,0.492,1,OLD,,1,1,,sample
SDSB,SDSB,G,,8,SDSB_G008,SDSB_G008,1,5/21/2022,yes,,1,1,8/26/2022,0.492,1,OLD,,1,1,,sample
SDSB,SDSB,G,,8,SDSB_G008,SDSB_G008,1,5/21/2022,yes,,1,1,8/26/2022,0.492,1,OLD,,1,1,,sample
SDSB,SDSB,G,,9,SDSB_G009,SDSB_G009,1,5/21/2022,yes,,1,1,12/19/2022,10.8,2,OLD,,1,1,,sample
SDSB,SDSB,G,,9,SDSB_G009,SDSB_G009,1,5/21/2022,yes,,1,1,12/19/2022,10.8,2,OLD,,1,1,,sample
SDSB,SDSB,G,,9,SDSB_G009,SDSB_G009,1,5/21/2022,yes,,1,1,12/19/2022,10.8,2,OLD,,1,1,,sample
SHLZ,SHLZ,G,,1,SHLZ_G001,SHLZ_G001,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,24.5,4,NEW,,0,0,,sample
SHLZ,SHLZ,G,,1,SHLZ_G001,SHLZ_G001,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,24.5,4,NEW,,0,0,,sample
SHLZ,SHLZ,G,,1,SHLZ_G001,SHLZ_G001,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,24.5,4,NEW,,0,0,,sample
SHLZ,SHLZ,G,,2,SHLZ_G002,SHLZ_G002,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/30/2023,40.3,4,NEW,,0,0,,sample
SHLZ,SHLZ,G,,2,SHLZ_G002,SHLZ_G002,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/30/2023,40.3,4,NEW,,0,0,,sample
SHLZ,SHLZ,G,,2,SHLZ_G002,SHLZ_G002,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/30/2023,40.3,4,NEW,,0,0,,sample
SHLZ,SHLZ,G,,3,SHLZ_G003,SHLZ_G003,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,38.3,4,NEW,,0,0,,sample
SHLZ,SHLZ,G,,3,SHLZ_G003,SHLZ_G003,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,38.3,4,NEW,,0,0,,sample
SHLZ,SHLZ,G,,3,SHLZ_G003,SHLZ_G003,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,38.3,4,NEW,,0,0,,sample
SHLZ,SHLZ,G,,4,SHLZ_G004,SHLZ_G004,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,48.3,4,NEW,,0,0,,sample
SHLZ,SHLZ,G,,4,SHLZ_G004,SHLZ_G004,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,48.3,4,NEW,,0,0,,sample
SHLZ,SHLZ,G,,4,SHLZ_G004,SHLZ_G004,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,48.3,4,NEW,,0,0,,sample
SHLZ,SHLZ,G,Y,5,SHLZ_G005,SHLZ_G005,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/30/2023,33.1,3,NEW,hybrid,0,0,,sample
SHLZ,SHLZ,G,Y,5,SHLZ_G005,SHLZ_G005,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/30/2023,33.1,3,NEW,hybrid,0,0,,sample
SHLZ,SHLZ,G,Y,5,SHLZ_G005,SHLZ_G005,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/30/2023,33.1,3,NEW,hybrid,0,0,,sample
SHLZ,SHLZ,L,,1,SHLZ_L001,SHLZ_L001,1,5/5/2021,yes,not enought tissue (.11g),1,1,5/30/2023,5.84,4,NEW,,0,0,,sample
SHLZ,SHLZ,L,,1,SHLZ_L001,SHLZ_L001,1,5/5/2021,yes,not enought tissue (.11g),1,1,5/30/2023,5.84,4,NEW,,0,0,,sample
SHLZ,SHLZ,L,,1,SHLZ_L001,SHLZ_L001,1,5/5/2021,yes,not enought tissue (.11g),1,1,5/30/2023,5.84,4,NEW,,0,0,,sample
SHLZ,SHLZ,L,,2,SHLZ_L002,SHLZ_L002,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,10.5,4,NEW,,0,0,,sample
SHLZ,SHLZ,L,,2,SHLZ_L002,SHLZ_L002,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,10.5,4,NEW,,0,0,,sample
SHLZ,SHLZ,L,,2,SHLZ_L002,SHLZ_L002,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,10.5,4,NEW,,0,0,,sample
SHLZ,SHLZ,L,,3,SHLZ_L003,SHLZ_L003,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/30/2023,8.65,4,NEW,,0,0,,sample
SHLZ,SHLZ,L,,3,SHLZ_L003,SHLZ_L003,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/30/2023,8.65,4,NEW,,0,0,,sample
SHLZ,SHLZ,L,,3,SHLZ_L003,SHLZ_L003,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/30/2023,8.65,4,NEW,,0,0,,sample
SHLZ,SHLZ,L,,4,SHLZ_L004,SHLZ_L004,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,9.2,4,NEW,,0,0,,sample
SHLZ,SHLZ,L,,4,SHLZ_L004,SHLZ_L004,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,9.2,4,NEW,,0,0,,sample
SHLZ,SHLZ,L,,4,SHLZ_L004,SHLZ_L004,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,9.2,4,NEW,,0,0,,sample
SHLZ,SHLZ,L,,5,SHLZ_L005,SHLZ_L005,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,7.69,4,NEW,,0,0,,sample
SHLZ,SHLZ,L,,5,SHLZ_L005,SHLZ_L005,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,7.69,4,NEW,,0,0,,sample
SHLZ,SHLZ,L,,5,SHLZ_L005,SHLZ_L005,1,5/5/2021,yes,"1st time lyophilized w/o loosening caps, 2 days @ room temp., then lyophilized a second time",1,1,5/31/2023,7.69,4,NEW,,0,0,,sample
SPLB,SPLB,L,,1,SPLB_L001,SPLB_L001,1,6/2/2022,yes,,1,1,8/26/2022,0.21,1,OLD,,1,1,,sample
SPLB,SPLB,L,,1,SPLB_L001,SPLB_L001,1,6/2/2022,yes,,1,1,8/26/2022,0.21,1,OLD,,1,1,,sample
SPLB,SPLB,L,,1,SPLB_L001,SPLB_L001,1,6/2/2022,yes,,1,1,8/26/2022,0.21,1,OLD,,1,1,,sample
SPLB,SPLB,L,,2,SPLB_L002,SPLB_L002,1,6/2/2022,yes,,1,1,9/30/2022,10.4,1,OLD,,1,1,,sample
SPLB,SPLB,L,,2,SPLB_L002,SPLB_L002,1,6/2/2022,yes,,1,1,9/30/2022,10.4,1,OLD,,1,1,,sample
SPLB,SPLB,L,,2,SPLB_L002,SPLB_L002,1,6/2/2022,yes,,1,1,9/30/2022,10.4,1,OLD,,1,1,,sample
SPLB,SPLB,L,,3,SPLB_L003,SPLB_L003,1,6/2/2022,yes,,1,1,10/8/2022,11.4,,OLD,,1,1,,sample
SPLB,SPLB,L,,3,SPLB_L003,SPLB_L003,1,6/2/2022,yes,,1,1,10/8/2022,11.4,,OLD,,1,1,,sample
SPLB,SPLB,L,,3,SPLB_L003,SPLB_L003,1,6/2/2022,yes,,1,1,10/8/2022,11.4,,OLD,,1,1,,sample
SPLB,SPLB,L,,4,SPLB_L004,SPLB_L004,1,6/2/2022,yes,,1,1,5/12/2023,17,,NEW,,0,0,,sample
SPLB,SPLB,L,,4,SPLB_L004,SPLB_L004,1,6/2/2022,yes,,1,1,5/12/2023,17,,NEW,,0,0,,sample
SPLB,SPLB,L,,4,SPLB_L004,SPLB_L004,1,6/2/2022,yes,,1,1,5/12/2023,17,,NEW,,0,0,,sample
SPLB,SPLB,L,,5,SPLB_L005,SPLB_L005,1,6/2/2022,yes,,1,1,12/19/2022,6.93,2,OLD,,1,1,,sample
SPLB,SPLB,L,,5,SPLB_L005,SPLB_L005,1,6/2/2022,yes,,1,1,12/19/2022,6.93,2,OLD,,1,1,,sample
SPLB,SPLB,L,,5,SPLB_L005,SPLB_L005,1,6/2/2022,yes,,1,1,12/19/2022,6.93,2,OLD,,1,1,,sample
SPLB,SPLB,L,,6,SPLB_L006,SPLB_L006,1,6/2/2022,yes,,1,1,8/26/2022,0.371,1,OLD,,1,1,,sample
SPLB,SPLB,L,,6,SPLB_L006,SPLB_L006,1,6/2/2022,yes,,1,1,8/26/2022,0.371,1,OLD,,1,1,,sample
SPLB,SPLB,L,,6,SPLB_L006,SPLB_L006,1,6/2/2022,yes,,1,1,8/26/2022,0.371,1,OLD,,1,1,,sample
SPLB,SPLB,L,,7,SPLB_L007,SPLB_L007,1,6/2/2022,yes,,1,1,9/30/2022,6.22,1,OLD,,1,1,,sample
SPLB,SPLB,L,,7,SPLB_L007,SPLB_L007,1,6/2/2022,yes,,1,1,9/30/2022,6.22,1,OLD,,1,1,,sample
SPLB,SPLB,L,,7,SPLB_L007,SPLB_L007,1,6/2/2022,yes,,1,1,9/30/2022,6.22,1,OLD,,1,1,,sample
SPLB,SPLB,L,,8,SPLB_L008,SPLB_L008,1,6/2/2022,yes,,1,1,5/12/2023,24.5,3,NEW,,0,0,,sample
SPLB,SPLB,L,,8,SPLB_L008,SPLB_L008,1,6/2/2022,yes,,1,1,5/12/2023,24.5,3,NEW,,0,0,,sample
SPLB,SPLB,L,,8,SPLB_L008,SPLB_L008,1,6/2/2022,yes,,1,1,5/12/2023,24.5,3,NEW,,0,0,,sample
SPLB,SPLB,L,,9,SPLB_L009,SPLB_L009,1,6/2/2022,yes,,1,1,9/30/2022,4.92,1,OLD,,1,1,,sample
SPLB,SPLB,L,,9,SPLB_L009,SPLB_L009,1,6/2/2022,yes,,1,1,9/30/2022,4.92,1,OLD,,1,1,,sample
SPLB,SPLB,L,,9,SPLB_L009,SPLB_L009,1,6/2/2022,yes,,1,1,9/30/2022,4.92,1,OLD,,1,1,,sample
TRTZ,TRTZ,L,,1,TRTZ_L001,TRTZ_L001,1,5/2/2022,yes,,1,1,9/30/2022,11.1,1,OLD,,1,1,,sample
TRTZ,TRTZ,L,,1,TRTZ_L001,TRTZ_L001,1,5/2/2022,yes,,1,1,9/30/2022,11.1,1,OLD,,1,1,,sample
TRTZ,TRTZ,L,,1,TRTZ_L001,TRTZ_L001,1,5/2/2022,yes,,1,1,9/30/2022,11.1,1,OLD,,1,1,,sample
TRTZ,TRTZ,L,,10,TRTZ_L010,TRTZ_L010,1,5/2/2022,yes,not enough tissue (.17g),1,1,1/12/2023,9.47,2,OLD,,1,1,,sample
TRTZ,TRTZ,L,,10,TRTZ_L010,TRTZ_L010,1,5/2/2022,yes,not enough tissue (.17g),1,1,1/12/2023,9.47,2,OLD,,1,1,,sample
TRTZ,TRTZ,L,,10,TRTZ_L010,TRTZ_L010,1,5/2/2022,yes,not enough tissue (.17g),1,1,1/12/2023,9.47,2,OLD,,1,1,,sample
TRTZ,TRTZ,L,,2,TRTZ_L002,TRTZ_L002,1,5/2/2022,yes,,1,1,3/14/2023,2.65,3,OLD,,1,1,,sample
TRTZ,TRTZ,L,,2,TRTZ_L002,TRTZ_L002,1,5/2/2022,yes,,1,1,3/14/2023,2.65,3,OLD,,1,1,,sample
TRTZ,TRTZ,L,,2,TRTZ_L002,TRTZ_L002,1,5/2/2022,yes,,1,1,3/14/2023,2.65,3,OLD,,1,1,,sample
TRTZ,TRTZ,L,,3,TRTZ_L003,TRTZ_L003,1,5/2/2022,yes,,1,1,9/30/2022,7.07,1,OLD,,1,1,,sample
TRTZ,TRTZ,L,,3,TRTZ_L003,TRTZ_L003,1,5/2/2022,yes,,1,1,9/30/2022,7.07,1,OLD,,1,1,,sample
TRTZ,TRTZ,L,,3,TRTZ_L003,TRTZ_L003,1,5/2/2022,yes,,1,1,9/30/2022,7.07,1,OLD,,1,1,,sample
TRTZ,TRTZ,L,,4,TRTZ_L004,TRTZ_L004,1,5/2/2022,yes,,1,1,12/19/2022,18.9,2,OLD,,1,1,,sample
